Temparature,Humidity,Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorous,Fertilizer Name,Suitable Season
32.29,49.94,49.05,Clayey,Cotton,4,10,37,Urea,Kharif
32.31,64.95,55.13,Sandy,Cotton,16,0,10,20-20,Kharif
31.23,47.26,33.63,Sandy,Wheat,16,1,43,14-35-14,Rabi
28.74,45.6,40.97,Black,Maize,22,3,19,14-35-14,"Kharif, Rabi, Summer"
31.25,65.16,61.75,Red,Barley,13,1,40,28-28,"Rabi, Kharif, Zaid, Summer"
31.34,65.3,45.94,Clayey,Cotton,15,9,12,14-35-14,Kharif
22.03,55.73,44.87,Sandy,Wheat,20,0,17,DAP,Rabi
30.44,73.8,29.62,Loamy,Maize,35,0,0,20-20,"Kharif, Rabi, Summer"
28.69,53.0,41.72,Red,Pulses,16,0,9,14-35-14,"Rabi, Kharif"
27.38,58.03,33.27,Red,Barley,7,10,17,Urea,"Rabi, Kharif, Zaid, Summer"
32.77,69.64,45.76,Sandy,Wheat,8,9,13,17-17-17,Rabi
33.79,66.5,37.64,Sandy,Wheat,19,1,28,14-35-14,Rabi
30.15,60.11,44.88,Red,Maize,17,0,31,Urea,"Kharif, Rabi, Summer"
28.69,51.59,39.81,Clayey,Barley,5,16,17,17-17-17,"Rabi, Kharif, Zaid, Summer"
32.67,56.69,27.33,Red,Cotton,43,0,0,20-20,Kharif
29.87,53.12,36.23,Black,Barley,39,0,2,20-20,"Rabi, Kharif, Zaid, Summer"
28.65,55.95,65.2,Loamy,Wheat,5,0,8,17-17-17,Rabi
29.16,60.54,23.72,Black,Maize,17,18,18,28-28,"Kharif, Rabi, Summer"
25.43,65.1,28.58,Loamy,Wheat,3,12,29,28-28,Rabi
31.04,55.09,20.0,Black,Cotton,13,0,36,20-20,Kharif
39.18,63.25,53.62,Red,Wheat,9,11,26,28-28,Rabi
30.11,59.1,51.32,Black,Maize,39,0,0,14-35-14,"Kharif, Rabi, Summer"
27.9,64.75,32.03,Black,Pulses,10,13,19,17-17-17,"Rabi, Kharif"
32.25,57.98,33.41,Clayey,Barley,38,3,0,17-17-17,"Rabi, Kharif, Zaid, Summer"
22.92,45.66,20.23,Clayey,Maize,15,3,8,14-35-14,"Kharif, Rabi, Summer"
22.5,42.27,32.46,Clayey,Maize,18,4,17,Urea,"Kharif, Rabi, Summer"
30.09,63.88,29.57,Red,Barley,13,0,40,17-17-17,"Rabi, Kharif, Zaid, Summer"
30.66,73.88,52.09,Loamy,Barley,41,0,4,28-28,"Rabi, Kharif, Zaid, Summer"
30.75,60.98,45.39,Clayey,Pulses,42,0,0,14-35-14,"Rabi, Kharif"
24.83,53.1,42.24,Red,Maize,12,3,25,17-17-17,"Kharif, Rabi, Summer"
29.26,43.57,38.57,Sandy,Wheat,3,19,14,DAP,Rabi
33.46,60.05,38.08,Red,Maize,10,3,13,14-35-14,"Kharif, Rabi, Summer"
37.04,64.29,36.18,Red,Barley,16,0,41,28-28,"Rabi, Kharif, Zaid, Summer"
38.74,57.13,29.33,Clayey,Maize,10,7,26,10-26-26,"Kharif, Rabi, Summer"
32.42,64.25,35.46,Loamy,Wheat,14,0,41,28-28,Rabi
24.57,56.6,34.73,Clayey,Pulses,13,4,37,Urea,"Rabi, Kharif"
29.55,56.78,47.37,Clayey,Wheat,40,0,4,17-17-17,Rabi
35.14,67.73,25.02,Red,Pulses,16,2,16,17-17-17,"Rabi, Kharif"
30.2,54.14,39.71,Black,Maize,10,3,28,DAP,"Kharif, Rabi, Summer"
31.28,72.17,31.32,Loamy,Pulses,42,0,0,Urea,"Rabi, Kharif"
27.09,52.83,49.64,Clayey,Barley,21,0,23,14-35-14,"Rabi, Kharif, Zaid, Summer"
35.21,61.64,45.77,Sandy,Maize,37,0,2,28-28,"Kharif, Rabi, Summer"
29.68,59.53,42.04,Loamy,Maize,20,0,14,20-20,"Kharif, Rabi, Summer"
29.84,46.49,36.19,Sandy,Barley,36,3,0,28-28,"Rabi, Kharif, Zaid, Summer"
29.69,68.57,47.16,Loamy,Wheat,13,0,11,28-28,Rabi
30.98,62.94,45.32,Loamy,Pulses,17,0,25,Urea,"Rabi, Kharif"
24.37,52.52,35.28,Sandy,Maize,12,8,34,10-26-26,"Kharif, Rabi, Summer"
28.27,53.31,44.56,Clayey,Maize,10,0,11,20-20,"Kharif, Rabi, Summer"
28.84,67.18,30.09,Sandy,Maize,8,0,18,20-20,"Kharif, Rabi, Summer"
26.74,52.72,36.02,Red,Wheat,20,0,19,Urea,Rabi
21.54,44.06,29.56,Loamy,Maize,17,0,21,DAP,"Kharif, Rabi, Summer"
32.22,54.87,69.52,Loamy,Cotton,13,1,34,DAP,Kharif
24.06,61.27,35.5,Clayey,Barley,7,0,3,28-28,"Rabi, Kharif, Zaid, Summer"
21.63,46.14,40.71,Clayey,Cotton,13,14,8,DAP,Kharif
23.77,56.55,20.0,Clayey,Barley,8,5,28,10-26-26,"Rabi, Kharif, Zaid, Summer"
23.2,50.07,39.24,Red,Maize,41,4,0,Urea,"Kharif, Rabi, Summer"
36.02,60.38,61.57,Loamy,Pulses,9,13,26,28-28,"Rabi, Kharif"
22.6,55.01,40.3,Clayey,Cotton,39,0,0,DAP,Kharif
27.44,57.01,28.59,Black,Wheat,26,2,16,14-35-14,Rabi
25.8,48.06,42.13,Loamy,Cotton,4,11,20,14-35-14,Kharif
39.49,59.18,34.57,Loamy,Cotton,11,3,39,10-26-26,Kharif
32.09,75.71,34.53,Sandy,Barley,13,0,17,14-35-14,"Rabi, Kharif, Zaid, Summer"
25.79,48.09,58.09,Sandy,Pulses,39,1,0,17-17-17,"Rabi, Kharif"
24.8,52.55,31.96,Clayey,Barley,24,4,15,DAP,"Rabi, Kharif, Zaid, Summer"
33.69,70.29,30.14,Clayey,Pulses,14,4,36,10-26-26,"Rabi, Kharif"
29.34,50.88,56.44,Loamy,Cotton,11,0,38,17-17-17,Kharif
37.46,66.33,49.74,Sandy,Pulses,11,3,40,28-28,"Rabi, Kharif"
33.0,70.78,53.38,Black,Maize,30,0,2,Urea,"Kharif, Rabi, Summer"
25.32,60.92,27.45,Loamy,Cotton,8,3,35,28-28,Kharif
30.32,74.54,28.58,Loamy,Pulses,6,0,34,14-35-14,"Rabi, Kharif"
32.0,69.46,51.38,Black,Cotton,12,0,6,DAP,Kharif
30.09,50.47,63.24,Sandy,Barley,12,0,36,14-35-14,"Rabi, Kharif, Zaid, Summer"
29.27,44.77,37.58,Sandy,Maize,25,0,22,DAP,"Kharif, Rabi, Summer"
28.93,67.15,49.11,Loamy,Pulses,16,0,36,28-28,"Rabi, Kharif"
33.73,70.72,33.03,Red,Maize,34,4,4,20-20,"Kharif, Rabi, Summer"
39.43,54.27,49.34,Sandy,Maize,15,0,41,17-17-17,"Kharif, Rabi, Summer"
34.55,55.64,37.76,Sandy,Barley,37,2,0,10-26-26,"Rabi, Kharif, Zaid, Summer"
33.17,52.85,22.87,Sandy,Cotton,40,3,1,10-26-26,Kharif
27.98,60.54,46.23,Sandy,Maize,13,3,34,Urea,"Kharif, Rabi, Summer"
34.9,57.7,66.08,Red,Wheat,34,0,0,17-17-17,Rabi
34.43,53.83,67.15,Clayey,Maize,12,13,31,17-17-17,"Kharif, Rabi, Summer"
32.02,55.71,67.83,Clayey,Maize,14,6,27,20-20,"Kharif, Rabi, Summer"
30.34,65.67,31.36,Sandy,Barley,15,19,14,DAP,"Rabi, Kharif, Zaid, Summer"
26.43,46.63,42.08,Sandy,Maize,8,17,19,17-17-17,"Kharif, Rabi, Summer"
36.09,59.96,40.07,Red,Wheat,38,0,4,28-28,Rabi
39.12,70.65,46.22,Clayey,Maize,7,0,42,20-20,"Kharif, Rabi, Summer"
26.75,59.07,20.0,Clayey,Barley,11,10,9,20-20,"Rabi, Kharif, Zaid, Summer"
35.06,63.37,43.28,Sandy,Cotton,8,12,27,17-17-17,Kharif
35.64,52.08,40.4,Black,Wheat,19,0,27,14-35-14,Rabi
33.84,63.74,29.44,Black,Cotton,10,8,26,DAP,Kharif
31.5,63.37,26.54,Clayey,Wheat,11,0,44,DAP,Rabi
28.75,58.24,64.26,Clayey,Cotton,5,6,35,DAP,Kharif
29.28,59.35,30.16,Clayey,Cotton,10,22,12,14-35-14,Kharif
25.75,50.81,43.31,Clayey,Barley,9,0,38,28-28,"Rabi, Kharif, Zaid, Summer"
31.58,72.67,27.01,Clayey,Maize,11,0,15,DAP,"Kharif, Rabi, Summer"
27.56,69.63,55.59,Black,Barley,6,11,35,20-20,"Rabi, Kharif, Zaid, Summer"
40.0,60.57,39.92,Black,Pulses,11,0,18,28-28,"Rabi, Kharif"
30.88,57.26,21.02,Clayey,Cotton,14,0,16,17-17-17,Kharif
23.83,54.44,52.12,Clayey,Cotton,3,13,11,10-26-26,Kharif
31.51,61.78,30.0,Loamy,Cotton,37,0,0,14-35-14,Kharif
39.52,68.5,46.86,Red,Maize,11,4,36,DAP,"Kharif, Rabi, Summer"
29.36,57.52,28.75,Clayey,Barley,12,0,40,DAP,"Rabi, Kharif, Zaid, Summer"
21.81,44.3,53.45,Loamy,Maize,24,0,17,14-35-14,"Kharif, Rabi, Summer"
33.67,60.82,20.16,Clayey,Cotton,4,5,29,Urea,Kharif
27.86,65.21,33.52,Sandy,Wheat,9,18,11,10-26-26,Rabi
23.48,62.95,44.68,Red,Wheat,40,3,1,Urea,Rabi
34.01,66.76,38.99,Sandy,Wheat,43,0,4,14-35-14,Rabi
28.1,63.12,59.22,Clayey,Wheat,41,2,1,20-20,Rabi
36.54,59.79,31.06,Sandy,Maize,17,4,19,DAP,"Kharif, Rabi, Summer"
36.4,64.47,41.6,Black,Pulses,11,3,6,Urea,"Rabi, Kharif"
29.53,62.5,21.78,Black,Cotton,36,0,0,28-28,Kharif
26.54,60.09,68.52,Clayey,Wheat,8,3,9,14-35-14,Rabi
34.58,71.62,47.49,Black,Barley,0,12,30,DAP,"Rabi, Kharif, Zaid, Summer"
34.25,73.85,41.28,Black,Barley,10,22,18,17-17-17,"Rabi, Kharif, Zaid, Summer"
28.44,55.65,65.23,Sandy,Pulses,38,2,0,28-28,"Rabi, Kharif"
25.89,50.14,30.58,Red,Cotton,33,0,1,28-28,Kharif
34.41,61.06,44.38,Clayey,Barley,1,6,29,28-28,"Rabi, Kharif, Zaid, Summer"
28.02,48.4,57.89,Sandy,Maize,16,0,30,10-26-26,"Kharif, Rabi, Summer"
23.7,61.92,38.39,Clayey,Maize,8,3,33,Urea,"Kharif, Rabi, Summer"
33.33,67.32,54.05,Red,Maize,14,0,38,Urea,"Kharif, Rabi, Summer"
31.16,52.39,22.68,Loamy,Maize,44,1,0,28-28,"Kharif, Rabi, Summer"
29.91,67.67,41.74,Sandy,Wheat,27,0,21,DAP,Rabi
26.37,52.84,20.0,Clayey,Wheat,4,7,28,20-20,Rabi
37.29,68.48,37.23,Clayey,Cotton,38,0,0,20-20,Kharif
28.54,52.41,56.61,Sandy,Maize,9,13,29,17-17-17,"Kharif, Rabi, Summer"
34.31,59.99,45.08,Red,Cotton,12,2,39,20-20,Kharif
28.44,52.58,36.69,Black,Barley,6,18,21,Urea,"Rabi, Kharif, Zaid, Summer"
24.39,61.39,39.84,Sandy,Barley,18,0,21,14-35-14,"Rabi, Kharif, Zaid, Summer"
27.7,55.99,39.51,Clayey,Wheat,35,0,0,Urea,Rabi
27.84,67.18,46.95,Black,Cotton,18,0,17,10-26-26,Kharif
32.07,67.78,33.63,Clayey,Wheat,18,0,18,28-28,Rabi
29.94,57.63,50.05,Loamy,Pulses,9,13,18,10-26-26,"Rabi, Kharif"
28.33,55.61,32.04,Clayey,Cotton,39,3,0,14-35-14,Kharif
32.95,64.98,33.74,Clayey,Maize,26,0,25,14-35-14,"Kharif, Rabi, Summer"
25.86,69.87,40.56,Clayey,Barley,8,0,39,10-26-26,"Rabi, Kharif, Zaid, Summer"
32.74,52.59,32.29,Sandy,Pulses,19,3,21,14-35-14,"Rabi, Kharif"
26.12,62.49,63.64,Sandy,Barley,18,2,33,DAP,"Rabi, Kharif, Zaid, Summer"
29.0,56.76,20.0,Sandy,Cotton,12,0,39,Urea,Kharif
26.67,56.31,37.51,Red,Maize,23,0,19,20-20,"Kharif, Rabi, Summer"
33.3,67.48,42.24,Loamy,Barley,9,0,32,17-17-17,"Rabi, Kharif, Zaid, Summer"
35.11,62.94,34.46,Sandy,Pulses,15,0,36,Urea,"Rabi, Kharif"
38.94,75.61,49.89,Clayey,Maize,34,0,0,DAP,"Kharif, Rabi, Summer"
28.16,58.55,25.26,Clayey,Barley,18,1,15,20-20,"Rabi, Kharif, Zaid, Summer"
35.72,68.72,25.91,Red,Wheat,21,0,18,20-20,Rabi
28.79,48.06,37.93,Loamy,Wheat,36,0,3,28-28,Rabi
28.95,59.12,26.9,Black,Wheat,33,0,1,10-26-26,Rabi
32.83,68.78,37.84,Sandy,Wheat,38,1,0,10-26-26,Rabi
25.25,45.43,65.6,Black,Cotton,35,0,4,14-35-14,Kharif
32.02,63.85,28.71,Red,Maize,39,1,4,17-17-17,"Kharif, Rabi, Summer"
31.17,55.69,40.48,Loamy,Wheat,35,0,3,17-17-17,Rabi
28.93,70.5,64.49,Black,Maize,10,16,18,10-26-26,"Kharif, Rabi, Summer"
30.87,63.26,31.49,Black,Cotton,25,4,19,28-28,Kharif
28.09,62.05,41.9,Red,Wheat,7,4,9,14-35-14,Rabi
30.46,54.2,26.28,Black,Cotton,11,7,32,10-26-26,Kharif
29.94,55.21,52.74,Red,Barley,19,1,25,DAP,"Rabi, Kharif, Zaid, Summer"
38.84,61.78,60.96,Loamy,Maize,14,0,34,Urea,"Kharif, Rabi, Summer"
30.25,53.77,39.07,Clayey,Cotton,18,0,17,DAP,Kharif
26.13,55.16,61.36,Black,Pulses,16,0,39,DAP,"Rabi, Kharif"
37.33,62.07,24.59,Sandy,Wheat,12,2,43,10-26-26,Rabi
31.94,43.31,56.99,Red,Cotton,14,0,14,20-20,Kharif
28.23,54.78,46.69,Sandy,Pulses,36,0,0,14-35-14,"Rabi, Kharif"
30.54,45.68,27.66,Loamy,Pulses,11,0,35,20-20,"Rabi, Kharif"
39.13,73.24,41.33,Loamy,Maize,9,3,42,28-28,"Kharif, Rabi, Summer"
25.75,61.91,33.57,Clayey,Wheat,20,0,17,Urea,Rabi
29.99,60.85,46.92,Loamy,Barley,25,0,18,20-20,"Rabi, Kharif, Zaid, Summer"
28.77,51.58,35.29,Clayey,Pulses,33,0,0,Urea,"Rabi, Kharif"
32.79,45.26,26.63,Loamy,Wheat,38,0,0,10-26-26,Rabi
25.99,51.27,38.05,Loamy,Maize,25,0,15,DAP,"Kharif, Rabi, Summer"
26.12,56.29,67.0,Loamy,Maize,10,0,6,14-35-14,"Kharif, Rabi, Summer"
26.09,50.71,44.3,Black,Pulses,12,4,34,28-28,"Rabi, Kharif"
29.51,57.86,47.6,Black,Barley,17,4,11,20-20,"Rabi, Kharif, Zaid, Summer"
33.95,69.5,26.36,Red,Cotton,15,2,38,20-20,Kharif
32.26,54.9,62.24,Sandy,Maize,7,0,36,Urea,"Kharif, Rabi, Summer"
31.83,67.7,37.31,Red,Barley,3,17,17,14-35-14,"Rabi, Kharif, Zaid, Summer"
31.94,61.1,52.49,Loamy,Pulses,14,0,36,Urea,"Rabi, Kharif"
21.85,44.0,49.66,Clayey,Cotton,11,10,17,14-35-14,Kharif
31.91,54.59,63.99,Loamy,Pulses,13,10,10,14-35-14,"Rabi, Kharif"
26.67,55.69,30.74,Loamy,Cotton,23,4,22,10-26-26,Kharif
37.63,71.29,50.14,Red,Cotton,20,4,22,10-26-26,Kharif
33.13,70.61,42.85,Loamy,Wheat,18,11,10,DAP,Rabi
34.35,60.57,46.46,Sandy,Pulses,23,0,24,28-28,"Rabi, Kharif"
23.82,53.92,33.92,Clayey,Pulses,46,0,3,Urea,"Rabi, Kharif"
29.74,63.49,44.31,Sandy,Wheat,21,4,26,28-28,Rabi
26.3,54.13,34.21,Sandy,Pulses,15,0,37,17-17-17,"Rabi, Kharif"
37.62,69.05,44.74,Red,Pulses,5,9,31,DAP,"Rabi, Kharif"
31.0,57.54,48.96,Red,Barley,5,10,26,DAP,"Rabi, Kharif, Zaid, Summer"
33.98,62.99,50.43,Sandy,Barley,10,0,9,20-20,"Rabi, Kharif, Zaid, Summer"
40.0,67.75,56.43,Loamy,Barley,38,4,0,14-35-14,"Rabi, Kharif, Zaid, Summer"
32.67,56.77,40.22,Clayey,Maize,38,0,0,17-17-17,"Kharif, Rabi, Summer"
22.13,50.96,59.06,Clayey,Cotton,8,0,10,Urea,Kharif
25.81,58.56,40.21,Black,Wheat,20,1,19,Urea,Rabi
31.14,57.5,63.08,Loamy,Cotton,35,0,0,DAP,Kharif
33.11,67.57,32.21,Loamy,Wheat,4,12,30,DAP,Rabi
31.43,63.1,43.59,Black,Pulses,7,6,29,14-35-14,"Rabi, Kharif"
23.56,57.65,42.16,Red,Cotton,30,0,0,DAP,Kharif
32.72,58.96,60.48,Black,Pulses,37,1,3,20-20,"Rabi, Kharif"
36.17,68.75,32.62,Black,Cotton,38,0,0,14-35-14,Kharif
26.1,47.54,20.66,Loamy,Cotton,11,2,11,20-20,Kharif
33.77,48.38,32.49,Loamy,Cotton,6,11,20,14-35-14,Kharif
25.64,55.98,37.32,Red,Maize,27,0,19,14-35-14,"Kharif, Rabi, Summer"
21.73,48.03,43.37,Sandy,Maize,4,14,15,20-20,"Kharif, Rabi, Summer"
28.89,46.84,27.93,Loamy,Wheat,26,0,16,14-35-14,Rabi
33.59,51.12,39.54,Black,Wheat,18,4,43,17-17-17,Rabi
26.21,66.15,51.0,Red,Wheat,10,10,11,20-20,Rabi
27.38,60.32,50.76,Sandy,Pulses,5,13,26,14-35-14,"Rabi, Kharif"
33.97,49.49,35.62,Clayey,Maize,12,0,13,14-35-14,"Kharif, Rabi, Summer"
33.16,51.42,47.39,Loamy,Cotton,10,3,5,17-17-17,Kharif
25.25,46.12,56.39,Black,Cotton,36,4,1,Urea,Kharif
26.18,60.1,34.98,Loamy,Cotton,20,0,20,DAP,Kharif
30.19,67.0,24.65,Sandy,Cotton,10,0,37,20-20,Kharif
26.15,56.28,48.04,Black,Cotton,18,0,20,28-28,Kharif
26.51,50.62,55.85,Sandy,Maize,10,6,27,DAP,"Kharif, Rabi, Summer"
30.69,55.65,63.02,Clayey,Cotton,11,8,34,Urea,Kharif
36.5,68.47,38.52,Red,Cotton,11,13,30,Urea,Kharif
21.59,54.14,68.42,Loamy,Barley,14,0,13,DAP,"Rabi, Kharif, Zaid, Summer"
33.96,52.94,35.23,Sandy,Wheat,19,2,18,Urea,Rabi
27.85,52.65,33.33,Clayey,Wheat,24,0,13,20-20,Rabi
26.51,63.74,20.0,Clayey,Wheat,16,0,41,28-28,Rabi
29.01,58.45,25.72,Red,Barley,17,0,36,Urea,"Rabi, Kharif, Zaid, Summer"
31.19,57.06,56.73,Red,Wheat,10,11,32,14-35-14,Rabi
33.05,59.1,34.65,Loamy,Wheat,4,7,27,28-28,Rabi
33.99,56.59,20.08,Sandy,Maize,15,0,35,14-35-14,"Kharif, Rabi, Summer"
30.49,61.62,43.88,Clayey,Wheat,21,0,21,DAP,Rabi
32.74,60.15,33.03,Black,Wheat,6,0,32,Urea,Rabi
22.71,50.4,40.46,Black,Pulses,27,2,24,Urea,"Rabi, Kharif"
28.32,57.04,36.82,Black,Pulses,36,2,0,DAP,"Rabi, Kharif"
38.64,60.03,32.44,Sandy,Cotton,38,3,0,28-28,Kharif
30.56,52.13,44.67,Clayey,Pulses,20,0,16,10-26-26,"Rabi, Kharif"
27.2,46.67,31.41,Clayey,Cotton,9,0,17,10-26-26,Kharif
27.56,50.27,33.38,Black,Maize,9,17,17,20-20,"Kharif, Rabi, Summer"
30.04,59.31,23.46,Black,Wheat,37,2,0,Urea,Rabi
40.0,70.46,49.59,Black,Cotton,11,20,17,DAP,Kharif
38.72,62.6,32.93,Clayey,Maize,14,0,41,10-26-26,"Kharif, Rabi, Summer"
30.61,64.43,45.47,Red,Cotton,25,4,19,10-26-26,Kharif
26.06,45.12,29.83,Clayey,Pulses,9,17,19,28-28,"Rabi, Kharif"
33.17,57.64,31.57,Red,Wheat,18,2,34,Urea,Rabi
29.08,60.86,42.96,Loamy,Wheat,42,0,0,28-28,Rabi
34.13,51.37,63.68,Clayey,Pulses,6,14,29,10-26-26,"Rabi, Kharif"
25.24,50.51,43.13,Clayey,Barley,11,0,12,14-35-14,"Rabi, Kharif, Zaid, Summer"
34.59,63.22,42.17,Clayey,Maize,14,0,41,28-28,"Kharif, Rabi, Summer"
25.82,49.88,37.06,Black,Pulses,27,0,18,14-35-14,"Rabi, Kharif"
31.48,74.48,40.94,Red,Pulses,21,0,24,DAP,"Rabi, Kharif"
30.1,61.63,36.49,Black,Cotton,12,2,28,DAP,Kharif
32.02,56.24,36.81,Red,Maize,33,1,0,DAP,"Kharif, Rabi, Summer"
27.39,68.54,31.22,Sandy,Cotton,13,0,40,Urea,Kharif
28.17,44.52,37.4,Sandy,Cotton,27,4,15,DAP,Kharif
27.83,67.66,56.62,Sandy,Barley,14,14,19,10-26-26,"Rabi, Kharif, Zaid, Summer"
26.0,54.8,54.3,Red,Cotton,7,6,30,14-35-14,Kharif
35.0,63.21,33.69,Red,Pulses,6,15,18,DAP,"Rabi, Kharif"
21.33,59.53,34.34,Red,Pulses,11,0,17,28-28,"Rabi, Kharif"
31.46,62.0,46.01,Black,Barley,9,13,17,Urea,"Rabi, Kharif, Zaid, Summer"
31.36,59.58,69.23,Sandy,Maize,16,0,34,20-20,"Kharif, Rabi, Summer"
31.62,67.35,40.08,Loamy,Cotton,12,16,11,DAP,Kharif
33.93,52.27,42.0,Clayey,Wheat,15,0,37,28-28,Rabi
33.55,59.39,30.38,Clayey,Maize,14,0,34,17-17-17,"Kharif, Rabi, Summer"
31.97,58.12,24.71,Sandy,Barley,25,1,19,Urea,"Rabi, Kharif, Zaid, Summer"
29.83,52.91,34.01,Sandy,Wheat,11,4,9,20-20,Rabi
34.6,57.76,33.56,Sandy,Wheat,18,0,42,Urea,Rabi
28.46,54.38,40.69,Loamy,Cotton,22,0,25,14-35-14,Kharif
34.75,56.36,27.64,Black,Cotton,3,16,21,Urea,Kharif
27.34,54.86,36.42,Clayey,Cotton,28,3,21,20-20,Kharif
31.48,49.9,41.72,Sandy,Wheat,38,0,0,17-17-17,Rabi
32.2,53.44,28.81,Sandy,Maize,12,1,15,28-28,"Kharif, Rabi, Summer"
27.04,49.54,35.64,Loamy,Cotton,13,0,12,28-28,Kharif
32.86,71.74,67.98,Clayey,Cotton,15,13,19,28-28,Kharif
29.02,43.2,31.33,Sandy,Barley,34,0,4,Urea,"Rabi, Kharif, Zaid, Summer"
27.03,63.04,37.86,Sandy,Maize,28,0,22,17-17-17,"Kharif, Rabi, Summer"
27.0,44.44,50.65,Sandy,Wheat,25,0,14,28-28,Rabi
22.74,59.33,60.29,Sandy,Cotton,14,0,4,DAP,Kharif
26.84,60.73,44.94,Clayey,Wheat,36,0,0,17-17-17,Rabi
24.72,63.9,39.65,Sandy,Pulses,15,21,11,20-20,"Rabi, Kharif"
34.83,66.32,48.03,Black,Pulses,18,0,21,Urea,"Rabi, Kharif"
24.39,46.09,36.57,Black,Cotton,26,4,26,10-26-26,Kharif
36.99,77.28,25.49,Black,Wheat,9,0,37,10-26-26,Rabi
34.35,65.77,49.74,Clayey,Pulses,22,1,20,28-28,"Rabi, Kharif"
31.63,63.91,42.19,Red,Wheat,40,4,1,10-26-26,Rabi
32.04,75.94,20.1,Black,Wheat,8,6,27,10-26-26,Rabi
30.62,58.67,46.57,Sandy,Wheat,14,0,9,20-20,Rabi
27.21,58.5,64.74,Black,Pulses,13,4,31,14-35-14,"Rabi, Kharif"
28.88,60.38,31.01,Red,Wheat,12,0,40,14-35-14,Rabi
32.18,53.93,42.41,Clayey,Wheat,16,0,14,14-35-14,Rabi
25.48,58.52,38.7,Clayey,Cotton,14,2,31,28-28,Kharif
32.84,55.64,38.3,Black,Pulses,33,4,3,28-28,"Rabi, Kharif"
29.85,63.07,35.41,Sandy,Pulses,9,2,36,DAP,"Rabi, Kharif"
24.47,48.15,50.29,Clayey,Pulses,18,0,19,20-20,"Rabi, Kharif"
25.43,56.68,51.55,Red,Wheat,24,0,14,14-35-14,Rabi
22.93,53.13,31.62,Red,Wheat,35,0,0,Urea,Rabi
29.81,61.85,63.84,Clayey,Maize,12,10,33,10-26-26,"Kharif, Rabi, Summer"
35.87,58.52,45.11,Loamy,Cotton,15,14,14,28-28,Kharif
34.09,58.05,39.69,Clayey,Pulses,6,1,5,20-20,"Rabi, Kharif"
28.36,53.52,39.93,Sandy,Barley,22,0,20,28-28,"Rabi, Kharif, Zaid, Summer"
28.07,60.67,37.38,Clayey,Wheat,5,8,27,20-20,Rabi
30.96,49.06,48.58,Red,Maize,20,1,23,10-26-26,"Kharif, Rabi, Summer"
34.57,67.12,53.8,Loamy,Barley,11,9,32,Urea,"Rabi, Kharif, Zaid, Summer"
34.65,67.45,27.77,Clayey,Pulses,13,3,37,DAP,"Rabi, Kharif"
32.71,63.72,42.47,Red,Barley,41,0,0,DAP,"Rabi, Kharif, Zaid, Summer"
31.56,58.38,47.62,Red,Maize,44,0,4,10-26-26,"Kharif, Rabi, Summer"
29.88,57.23,30.93,Red,Maize,36,2,0,DAP,"Kharif, Rabi, Summer"
30.76,65.37,56.76,Black,Wheat,8,0,41,14-35-14,Rabi
29.0,51.21,32.58,Sandy,Barley,12,0,14,Urea,"Rabi, Kharif, Zaid, Summer"
32.81,69.92,24.3,Clayey,Pulses,8,11,29,DAP,"Rabi, Kharif"
26.37,67.22,61.02,Black,Wheat,10,0,39,20-20,Rabi
33.72,60.97,44.56,Sandy,Wheat,8,12,20,20-20,Rabi
24.53,55.6,43.85,Black,Barley,12,5,27,10-26-26,"Rabi, Kharif, Zaid, Summer"
20.28,44.28,64.04,Black,Maize,33,4,0,17-17-17,"Kharif, Rabi, Summer"
32.16,62.49,27.24,Black,Cotton,12,0,36,Urea,Kharif
27.77,55.5,48.92,Red,Wheat,12,12,24,20-20,Rabi
32.29,54.87,41.39,Clayey,Pulses,26,3,19,DAP,"Rabi, Kharif"
22.42,43.59,46.16,Sandy,Pulses,1,23,15,28-28,"Rabi, Kharif"
23.83,55.37,70.0,Clayey,Cotton,40,0,0,Urea,Kharif
24.87,60.88,70.0,Black,Cotton,18,0,39,28-28,Kharif
26.64,60.11,29.46,Loamy,Maize,38,0,3,14-35-14,"Kharif, Rabi, Summer"
25.4,49.86,56.53,Black,Maize,35,0,0,20-20,"Kharif, Rabi, Summer"
26.35,59.75,53.03,Loamy,Cotton,14,0,39,Urea,Kharif
30.08,70.31,42.74,Sandy,Pulses,6,0,30,10-26-26,"Rabi, Kharif"
32.45,71.13,36.11,Sandy,Barley,10,0,35,28-28,"Rabi, Kharif, Zaid, Summer"
26.97,51.74,34.74,Red,Maize,35,0,3,Urea,"Kharif, Rabi, Summer"
30.48,61.59,24.88,Loamy,Barley,9,18,16,Urea,"Rabi, Kharif, Zaid, Summer"
27.53,40.07,31.84,Sandy,Pulses,14,10,15,28-28,"Rabi, Kharif"
39.78,63.55,29.54,Clayey,Pulses,6,7,29,17-17-17,"Rabi, Kharif"
32.23,74.54,32.4,Sandy,Wheat,7,3,32,Urea,Rabi
29.54,68.62,31.48,Red,Pulses,39,0,2,17-17-17,"Rabi, Kharif"
28.58,50.54,54.24,Sandy,Cotton,8,7,26,14-35-14,Kharif
33.95,50.1,43.41,Clayey,Maize,10,0,11,20-20,"Kharif, Rabi, Summer"
27.46,56.08,46.59,Red,Wheat,14,11,33,Urea,Rabi
