Temparature,Humidity,Soil Type,Crop Type,Suitable Season
27.1,62.84,Black,Maize,"Kharif, Rabi, Summer"
28.94,57.14,Black,Barley,"Rabi, Kharif, Zaid, Summer"
30.24,71.18,Black,Cotton,Kharif
26.18,52.68,Clayey,Maize,"Kharif, Rabi, Summer"
26.92,49.33,Clayey,Pulses,"Rabi, Kharif"
31.43,58.06,Sandy,Maize,"Kharif, Rabi, Summer"
34.35,55.08,Sandy,Pulses,"Rabi, Kharif"
27.76,70.78,Loamy,Wheat,Rabi
33.24,68.84,Sandy,Cotton,Kharif
28.43,54.4,Sandy,Wheat,Rabi
32.73,60.24,Loamy,Wheat,Rabi
29.97,66.26,Black,Pulses,"Rabi, Kharif"
28.54,44.95,Sandy,Pulses,"Rabi, Kharif"
25.75,44.84,Black,Maize,"Kharif, Rabi, Summer"
36.18,77.72,Sandy,Cotton,Kharif
32.95,47.94,Red,Maize,"Kharif, Rabi, Summer"
35.11,64.06,Clayey,Wheat,Rabi
24.91,52.61,Red,Cotton,Kharif
31.8,58.18,Red,Maize,"Kharif, Rabi, Summer"
30.45,58.6,Sandy,Barley,"Rabi, Kharif, Zaid, Summer"
38.32,66.46,Clayey,Barley,"Rabi, Kharif, Zaid, Summer"
27.94,53.62,Loamy,Wheat,Rabi
22.3,49.05,Loamy,Cotton,Kharif
29.15,45.48,Clayey,Wheat,Rabi
26.62,60.59,Sandy,Barley,"Rabi, Kharif, Zaid, Summer"
37.36,62.5,Sandy,Wheat,Rabi
21.51,50.09,Red,Maize,"Kharif, Rabi, Summer"
21.84,58.79,Loamy,Maize,"Kharif, Rabi, Summer"
21.82,45.06,Red,Cotton,Kharif
34.05,70.64,Clayey,Cotton,Kharif
34.76,73.32,Black,Barley,"Rabi, Kharif, Zaid, Summer"
40.0,70.47,Clayey,Pulses,"Rabi, Kharif"
33.24,58.1,Sandy,Barley,"Rabi, Kharif, Zaid, Summer"
33.77,62.95,Red,Pulses,"Rabi, Kharif"
24.26,49.84,Sandy,Barley,"Rabi, Kharif, Zaid, Summer"
27.32,63.12,Clayey,Cotton,Kharif
27.18,65.88,Clayey,Wheat,Rabi
35.15,68.47,Clayey,Wheat,Rabi
25.17,46.44,Black,Barley,"Rabi, Kharif, Zaid, Summer"
38.66,73.97,Loamy,Cotton,Kharif
32.18,68.06,Clayey,Wheat,Rabi
30.31,61.48,Black,Maize,"Kharif, Rabi, Summer"
29.18,54.42,Loamy,Pulses,"Rabi, Kharif"
35.96,58.63,Red,Pulses,"Rabi, Kharif"
28.85,45.37,Black,Cotton,Kharif
31.51,68.14,Sandy,Pulses,"Rabi, Kharif"
32.34,67.4,Red,Wheat,Rabi
36.39,57.79,Clayey,Pulses,"Rabi, Kharif"
27.44,55.75,Red,Pulses,"Rabi, Kharif"
32.12,61.45,Sandy,Cotton,Kharif
31.51,64.47,Sandy,Barley,"Rabi, Kharif, Zaid, Summer"
31.78,53.53,Loamy,Pulses,"Rabi, Kharif"
38.72,73.5,Loamy,Barley,"Rabi, Kharif, Zaid, Summer"
37.48,61.89,Sandy,Cotton,Kharif
37.98,68.23,Clayey,Pulses,"Rabi, Kharif"
25.71,51.45,Red,Maize,"Kharif, Rabi, Summer"
36.8,64.17,Clayey,Pulses,"Rabi, Kharif"
26.74,63.11,Sandy,Maize,"Kharif, Rabi, Summer"
24.42,56.1,Red,Wheat,Rabi
32.4,66.97,Sandy,Cotton,Kharif
24.56,57.15,Red,Barley,"Rabi, Kharif, Zaid, Summer"
35.08,66.89,Loamy,Maize,"Kharif, Rabi, Summer"
28.01,69.78,Clayey,Barley,"Rabi, Kharif, Zaid, Summer"
33.3,49.69,Sandy,Pulses,"Rabi, Kharif"
33.85,69.07,Sandy,Barley,"Rabi, Kharif, Zaid, Summer"
36.97,75.86,Loamy,Maize,"Kharif, Rabi, Summer"
32.78,54.47,Loamy,Pulses,"Rabi, Kharif"
40.0,65.82,Clayey,Barley,"Rabi, Kharif, Zaid, Summer"
31.87,58.09,Black,Pulses,"Rabi, Kharif"
22.87,41.97,Black,Cotton,Kharif
28.87,50.36,Loamy,Cotton,Kharif
31.32,55.37,Loamy,Barley,"Rabi, Kharif, Zaid, Summer"
24.71,51.42,Red,Pulses,"Rabi, Kharif"
34.86,53.49,Loamy,Cotton,Kharif
34.21,67.02,Sandy,Barley,"Rabi, Kharif, Zaid, Summer"
31.33,60.21,Clayey,Maize,"Kharif, Rabi, Summer"
21.37,45.22,Red,Pulses,"Rabi, Kharif"
28.63,44.44,Sandy,Wheat,Rabi
33.6,66.97,Black,Barley,"Rabi, Kharif, Zaid, Summer"
36.3,68.21,Red,Barley,"Rabi, Kharif, Zaid, Summer"
24.29,50.63,Red,Wheat,Rabi
34.32,64.31,Clayey,Maize,"Kharif, Rabi, Summer"
32.82,59.79,Red,Wheat,Rabi
30.49,50.57,Loamy,Pulses,"Rabi, Kharif"
39.67,70.21,Red,Maize,"Kharif, Rabi, Summer"
35.9,62.63,Loamy,Pulses,"Rabi, Kharif"
30.52,70.95,Loamy,Wheat,Rabi
39.08,71.98,Sandy,Maize,"Kharif, Rabi, Summer"
28.55,54.27,Loamy,Cotton,Kharif
30.31,51.6,Red,Pulses,"Rabi, Kharif"
24.63,56.02,Red,Maize,"Kharif, Rabi, Summer"
32.66,67.55,Loamy,Pulses,"Rabi, Kharif"
25.98,46.81,Loamy,Barley,"Rabi, Kharif, Zaid, Summer"
29.36,69.37,Red,Cotton,Kharif
38.73,64.24,Loamy,Wheat,Rabi
32.74,73.33,Red,Pulses,"Rabi, Kharif"
32.08,66.03,Loamy,Cotton,Kharif
35.17,70.71,Clayey,Maize,"Kharif, Rabi, Summer"
36.98,71.46,Sandy,Maize,"Kharif, Rabi, Summer"
25.68,59.99,Sandy,Barley,"Rabi, Kharif, Zaid, Summer"
38.07,59.39,Loamy,Barley,"Rabi, Kharif, Zaid, Summer"
29.69,64.81,Red,Wheat,Rabi
39.08,71.79,Black,Cotton,Kharif
33.96,69.47,Black,Wheat,Rabi
29.89,60.28,Black,Maize,"Kharif, Rabi, Summer"
28.67,68.13,Loamy,Maize,"Kharif, Rabi, Summer"
21.7,53.27,Clayey,Maize,"Kharif, Rabi, Summer"
31.15,58.86,Black,Wheat,Rabi
33.79,71.99,Red,Cotton,Kharif
33.94,66.71,Red,Pulses,"Rabi, Kharif"
29.69,59.32,Loamy,Pulses,"Rabi, Kharif"
22.6,44.65,Clayey,Barley,"Rabi, Kharif, Zaid, Summer"
29.12,65.5,Sandy,Pulses,"Rabi, Kharif"
24.26,61.26,Red,Maize,"Kharif, Rabi, Summer"
35.41,68.17,Sandy,Wheat,Rabi
24.95,57.77,Red,Maize,"Kharif, Rabi, Summer"
24.04,43.72,Black,Wheat,Rabi
36.31,53.88,Loamy,Cotton,Kharif
28.16,47.49,Black,Maize,"Kharif, Rabi, Summer"
24.42,48.89,Black,Pulses,"Rabi, Kharif"
22.31,41.54,Clayey,Pulses,"Rabi, Kharif"
35.53,75.2,Loamy,Maize,"Kharif, Rabi, Summer"
26.26,67.11,Loamy,Wheat,Rabi
30.53,69.13,Sandy,Wheat,Rabi
28.76,47.19,Loamy,Cotton,Kharif
38.62,70.77,Sandy,Barley,"Rabi, Kharif, Zaid, Summer"
23.99,47.13,Loamy,Pulses,"Rabi, Kharif"
21.59,47.89,Clayey,Barley,"Rabi, Kharif, Zaid, Summer"
30.53,71.63,Clayey,Wheat,Rabi
33.17,71.81,Black,Pulses,"Rabi, Kharif"
30.83,65.17,Loamy,Cotton,Kharif
32.28,59.29,Sandy,Wheat,Rabi
29.33,61.81,Loamy,Pulses,"Rabi, Kharif"
23.46,51.39,Loamy,Maize,"Kharif, Rabi, Summer"
24.18,44.13,Clayey,Pulses,"Rabi, Kharif"
30.51,52.84,Red,Barley,"Rabi, Kharif, Zaid, Summer"
32.32,62.37,Sandy,Barley,"Rabi, Kharif, Zaid, Summer"
31.92,56.42,Black,Pulses,"Rabi, Kharif"
36.1,73.12,Clayey,Barley,"Rabi, Kharif, Zaid, Summer"
26.99,58.1,Black,Maize,"Kharif, Rabi, Summer"
30.61,60.97,Black,Pulses,"Rabi, Kharif"
37.83,72.8,Sandy,Cotton,Kharif
35.94,78.88,Loamy,Barley,"Rabi, Kharif, Zaid, Summer"
32.84,61.49,Sandy,Wheat,Rabi
30.61,51.99,Red,Wheat,Rabi
23.16,48.77,Sandy,Maize,"Kharif, Rabi, Summer"
35.84,53.53,Black,Wheat,Rabi
23.47,59.67,Black,Cotton,Kharif
32.16,54.28,Clayey,Barley,"Rabi, Kharif, Zaid, Summer"
30.33,57.26,Black,Cotton,Kharif
33.73,61.45,Red,Maize,"Kharif, Rabi, Summer"
35.71,57.85,Black,Cotton,Kharif
24.99,66.72,Red,Barley,"Rabi, Kharif, Zaid, Summer"
20.52,46.83,Black,Barley,"Rabi, Kharif, Zaid, Summer"
33.8,59.62,Loamy,Cotton,Kharif
30.68,59.47,Sandy,Wheat,Rabi
40.0,64.34,Clayey,Barley,"Rabi, Kharif, Zaid, Summer"
31.98,58.87,Clayey,Barley,"Rabi, Kharif, Zaid, Summer"
28.72,45.24,Black,Wheat,Rabi
26.15,68.06,Red,Cotton,Kharif
22.95,47.88,Black,Pulses,"Rabi, Kharif"
34.85,71.71,Loamy,Barley,"Rabi, Kharif, Zaid, Summer"
31.43,46.23,Clayey,Wheat,Rabi
34.41,58.34,Loamy,Pulses,"Rabi, Kharif"
22.77,60.17,Red,Wheat,Rabi
31.64,53.93,Black,Pulses,"Rabi, Kharif"
31.15,58.01,Clayey,Wheat,Rabi
32.94,65.59,Clayey,Maize,"Kharif, Rabi, Summer"
29.5,43.2,Red,Maize,"Kharif, Rabi, Summer"
23.91,47.47,Clayey,Maize,"Kharif, Rabi, Summer"
30.26,57.22,Sandy,Pulses,"Rabi, Kharif"
35.47,67.7,Sandy,Cotton,Kharif
34.02,68.57,Clayey,Maize,"Kharif, Rabi, Summer"
36.62,60.89,Black,Cotton,Kharif
31.74,60.76,Loamy,Pulses,"Rabi, Kharif"
25.53,66.93,Black,Wheat,Rabi
29.44,67.64,Black,Maize,"Kharif, Rabi, Summer"
28.16,51.2,Black,Barley,"Rabi, Kharif, Zaid, Summer"
25.01,68.47,Sandy,Pulses,"Rabi, Kharif"
21.17,41.47,Sandy,Wheat,Rabi
37.67,57.53,Loamy,Pulses,"Rabi, Kharif"
22.97,52.59,Black,Maize,"Kharif, Rabi, Summer"
33.19,66.17,Black,Barley,"Rabi, Kharif, Zaid, Summer"
30.68,66.84,Clayey,Barley,"Rabi, Kharif, Zaid, Summer"
25.5,52.83,Black,Maize,"Kharif, Rabi, Summer"
29.68,53.79,Black,Wheat,Rabi
25.13,54.49,Loamy,Maize,"Kharif, Rabi, Summer"
37.04,74.37,Clayey,Maize,"Kharif, Rabi, Summer"
31.41,73.32,Black,Pulses,"Rabi, Kharif"
29.66,51.34,Sandy,Cotton,Kharif
31.98,71.09,Clayey,Maize,"Kharif, Rabi, Summer"
32.2,67.65,Black,Maize,"Kharif, Rabi, Summer"
35.2,59.92,Sandy,Barley,"Rabi, Kharif, Zaid, Summer"
34.1,73.57,Clayey,Pulses,"Rabi, Kharif"
30.03,52.95,Sandy,Barley,"Rabi, Kharif, Zaid, Summer"
30.44,50.67,Clayey,Barley,"Rabi, Kharif, Zaid, Summer"
31.78,68.85,Clayey,Barley,"Rabi, Kharif, Zaid, Summer"
22.04,42.62,Red,Wheat,Rabi
21.17,53.65,Sandy,Wheat,Rabi
27.21,59.57,Black,Cotton,Kharif
24.0,45.62,Sandy,Wheat,Rabi
28.68,67.29,Sandy,Cotton,Kharif
33.64,66.85,Red,Barley,"Rabi, Kharif, Zaid, Summer"
21.75,59.66,Clayey,Wheat,Rabi
29.28,50.3,Clayey,Maize,"Kharif, Rabi, Summer"
26.86,59.65,Sandy,Barley,"Rabi, Kharif, Zaid, Summer"
34.84,64.32,Black,Barley,"Rabi, Kharif, Zaid, Summer"
35.16,68.01,Clayey,Barley,"Rabi, Kharif, Zaid, Summer"
25.09,67.19,Loamy,Barley,"Rabi, Kharif, Zaid, Summer"
29.06,54.83,Sandy,Barley,"Rabi, Kharif, Zaid, Summer"
31.75,69.81,Loamy,Barley,"Rabi, Kharif, Zaid, Summer"
36.3,61.96,Clayey,Wheat,Rabi
32.6,55.24,Red,Pulses,"Rabi, Kharif"
24.97,56.24,Black,Pulses,"Rabi, Kharif"
33.79,70.29,Black,Wheat,Rabi
33.8,56.61,Red,Pulses,"Rabi, Kharif"
29.88,47.26,Black,Wheat,Rabi
28.2,67.68,Clayey,Maize,"Kharif, Rabi, Summer"
28.13,56.05,Red,Cotton,Kharif
24.11,47.61,Red,Maize,"Kharif, Rabi, Summer"
35.31,70.81,Red,Cotton,Kharif
29.83,60.95,Clayey,Pulses,"Rabi, Kharif"
33.95,67.71,Sandy,Pulses,"Rabi, Kharif"
33.61,51.43,Loamy,Barley,"Rabi, Kharif, Zaid, Summer"
29.01,69.98,Loamy,Wheat,Rabi
35.93,62.65,Red,Pulses,"Rabi, Kharif"
38.59,58.32,Sandy,Cotton,Kharif
35.82,67.5,Red,Pulses,"Rabi, Kharif"
20.87,52.12,Loamy,Pulses,"Rabi, Kharif"
23.55,44.85,Clayey,Maize,"Kharif, Rabi, Summer"
33.96,63.95,Loamy,Wheat,Rabi
28.88,55.9,Loamy,Cotton,Kharif
27.05,61.36,Black,Barley,"Rabi, Kharif, Zaid, Summer"
31.31,63.35,Clayey,Maize,"Kharif, Rabi, Summer"
29.49,61.66,Sandy,Maize,"Kharif, Rabi, Summer"
36.16,61.54,Black,Wheat,Rabi
30.06,50.33,Sandy,Cotton,Kharif
26.23,63.15,Sandy,Barley,"Rabi, Kharif, Zaid, Summer"
34.31,72.57,Red,Wheat,Rabi
31.4,63.38,Red,Pulses,"Rabi, Kharif"
22.78,60.52,Red,Maize,"Kharif, Rabi, Summer"
29.5,52.2,Red,Pulses,"Rabi, Kharif"
34.54,69.83,Black,Barley,"Rabi, Kharif, Zaid, Summer"
27.54,61.58,Sandy,Wheat,Rabi
33.06,58.19,Sandy,Cotton,Kharif
32.52,68.89,Black,Maize,"Kharif, Rabi, Summer"
36.55,74.21,Loamy,Maize,"Kharif, Rabi, Summer"
34.81,71.07,Sandy,Barley,"Rabi, Kharif, Zaid, Summer"
32.75,63.09,Sandy,Maize,"Kharif, Rabi, Summer"
22.16,53.56,Red,Barley,"Rabi, Kharif, Zaid, Summer"
33.42,63.69,Clayey,Barley,"Rabi, Kharif, Zaid, Summer"
25.72,54.34,Sandy,Cotton,Kharif
25.92,43.31,Black,Pulses,"Rabi, Kharif"
30.97,57.22,Black,Pulses,"Rabi, Kharif"
38.71,73.81,Sandy,Barley,"Rabi, Kharif, Zaid, Summer"
27.71,60.06,Red,Cotton,Kharif
37.03,63.45,Loamy,Pulses,"Rabi, Kharif"
26.97,48.53,Loamy,Cotton,Kharif
34.48,69.0,Red,Barley,"Rabi, Kharif, Zaid, Summer"
33.94,63.51,Loamy,Barley,"Rabi, Kharif, Zaid, Summer"
26.91,59.1,Black,Maize,"Kharif, Rabi, Summer"
29.0,55.01,Black,Pulses,"Rabi, Kharif"
30.44,67.97,Sandy,Maize,"Kharif, Rabi, Summer"
31.66,60.47,Black,Barley,"Rabi, Kharif, Zaid, Summer"
35.96,77.25,Sandy,Pulses,"Rabi, Kharif"
32.01,75.48,Loamy,Pulses,"Rabi, Kharif"
28.57,68.99,Black,Cotton,Kharif
29.65,74.25,Clayey,Wheat,Rabi
29.31,42.8,Loamy,Cotton,Kharif
22.93,58.67,Clayey,Wheat,Rabi
32.33,62.09,Red,Maize,"Kharif, Rabi, Summer"
26.11,44.04,Black,Maize,"Kharif, Rabi, Summer"
28.66,50.21,Clayey,Barley,"Rabi, Kharif, Zaid, Summer"
29.25,57.38,Clayey,Cotton,Kharif
26.73,63.35,Red,Maize,"Kharif, Rabi, Summer"
29.75,52.14,Red,Pulses,"Rabi, Kharif"
26.97,51.24,Loamy,Cotton,Kharif
34.34,68.17,Red,Maize,"Kharif, Rabi, Summer"
32.1,63.35,Clayey,Cotton,Kharif
30.78,59.71,Black,Wheat,Rabi
27.61,59.67,Sandy,Maize,"Kharif, Rabi, Summer"
27.12,57.97,Red,Barley,"Rabi, Kharif, Zaid, Summer"
32.58,72.75,Red,Cotton,Kharif
31.08,53.63,Red,Pulses,"Rabi, Kharif"
22.92,58.85,Sandy,Wheat,Rabi
33.69,68.75,Sandy,Cotton,Kharif
27.0,53.84,Clayey,Cotton,Kharif
31.16,64.16,Sandy,Cotton,Kharif
38.44,70.05,Black,Wheat,Rabi
35.06,66.92,Sandy,Maize,"Kharif, Rabi, Summer"
30.3,53.26,Black,Maize,"Kharif, Rabi, Summer"
32.91,59.28,Red,Maize,"Kharif, Rabi, Summer"
37.12,73.59,Red,Barley,"Rabi, Kharif, Zaid, Summer"
27.23,66.64,Loamy,Wheat,Rabi
26.52,49.31,Loamy,Maize,"Kharif, Rabi, Summer"
28.59,68.77,Clayey,Pulses,"Rabi, Kharif"
27.05,63.47,Black,Pulses,"Rabi, Kharif"
26.85,55.04,Red,Pulses,"Rabi, Kharif"
26.6,59.53,Black,Maize,"Kharif, Rabi, Summer"
23.42,58.92,Loamy,Cotton,Kharif
28.66,55.38,Red,Cotton,Kharif
31.02,55.51,Sandy,Wheat,Rabi
29.41,59.37,Sandy,Barley,"Rabi, Kharif, Zaid, Summer"
24.37,53.17,Red,Wheat,Rabi
35.97,56.77,Black,Maize,"Kharif, Rabi, Summer"
29.73,55.37,Red,Maize,"Kharif, Rabi, Summer"
24.16,62.88,Clayey,Cotton,Kharif
31.46,52.2,Loamy,Barley,"Rabi, Kharif, Zaid, Summer"
31.72,56.61,Sandy,Wheat,Rabi
31.44,54.65,Sandy,Pulses,"Rabi, Kharif"
34.71,60.07,Sandy,Maize,"Kharif, Rabi, Summer"
28.67,46.65,Clayey,Maize,"Kharif, Rabi, Summer"
26.85,57.04,Red,Cotton,Kharif
30.5,44.64,Black,Maize,"Kharif, Rabi, Summer"
36.47,68.04,Black,Barley,"Rabi, Kharif, Zaid, Summer"
29.61,61.46,Clayey,Maize,"Kharif, Rabi, Summer"
32.27,43.73,Red,Barley,"Rabi, Kharif, Zaid, Summer"
31.45,59.69,Clayey,Cotton,Kharif
29.94,66.26,Clayey,Wheat,Rabi
30.51,65.48,Clayey,Cotton,Kharif
30.37,56.03,Red,Wheat,Rabi
26.95,66.15,Clayey,Maize,"Kharif, Rabi, Summer"
28.2,65.07,Black,Pulses,"Rabi, Kharif"
33.24,67.96,Black,Barley,"Rabi, Kharif, Zaid, Summer"
36.42,67.17,Sandy,Cotton,Kharif
20.0,55.62,Loamy,Barley,"Rabi, Kharif, Zaid, Summer"
29.8,56.47,Clayey,Wheat,Rabi
29.62,47.21,Black,Cotton,Kharif
26.11,61.27,Black,Barley,"Rabi, Kharif, Zaid, Summer"
31.87,60.06,Black,Barley,"Rabi, Kharif, Zaid, Summer"
35.8,70.42,Sandy,Cotton,Kharif
32.19,56.71,Clayey,Barley,"Rabi, Kharif, Zaid, Summer"
24.9,56.17,Loamy,Pulses,"Rabi, Kharif"
30.68,53.52,Red,Cotton,Kharif
26.89,53.69,Loamy,Cotton,Kharif
31.99,66.28,Red,Maize,"Kharif, Rabi, Summer"
40.0,75.62,Black,Cotton,Kharif
36.09,74.92,Red,Maize,"Kharif, Rabi, Summer"
29.43,48.63,Red,Wheat,Rabi
27.78,53.53,Black,Wheat,Rabi
31.27,64.6,Loamy,Pulses,"Rabi, Kharif"
30.36,62.15,Sandy,Pulses,"Rabi, Kharif"
24.77,53.31,Sandy,Maize,"Kharif, Rabi, Summer"
28.3,50.98,Black,Wheat,Rabi
26.83,56.77,Loamy,Pulses,"Rabi, Kharif"
22.4,57.86,Loamy,Pulses,"Rabi, Kharif"
30.54,67.81,Clayey,Maize,"Kharif, Rabi, Summer"
40.0,77.33,Sandy,Pulses,"Rabi, Kharif"
40.0,78.33,Black,Maize,"Kharif, Rabi, Summer"
25.14,49.84,Black,Maize,"Kharif, Rabi, Summer"
27.1,58.81,Sandy,Maize,"Kharif, Rabi, Summer"
31.7,56.91,Black,Maize,"Kharif, Rabi, Summer"
33.32,59.59,Red,Wheat,Rabi
33.63,64.13,Sandy,Cotton,Kharif
29.49,61.99,Clayey,Barley,"Rabi, Kharif, Zaid, Summer"
37.73,78.44,Loamy,Maize,"Kharif, Rabi, Summer"
32.28,57.19,Red,Wheat,Rabi
32.34,69.02,Red,Barley,"Rabi, Kharif, Zaid, Summer"
30.69,61.53,Sandy,Barley,"Rabi, Kharif, Zaid, Summer"
36.17,61.99,Clayey,Pulses,"Rabi, Kharif"
33.21,59.82,Loamy,Cotton,Kharif
30.82,55.95,Loamy,Wheat,Rabi
30.43,70.25,Red,Maize,"Kharif, Rabi, Summer"
26.32,63.21,Red,Maize,"Kharif, Rabi, Summer"
31.25,69.0,Sandy,Maize,"Kharif, Rabi, Summer"
27.03,63.0,Loamy,Maize,"Kharif, Rabi, Summer"
31.83,61.48,Clayey,Barley,"Rabi, Kharif, Zaid, Summer"
33.44,67.72,Loamy,Maize,"Kharif, Rabi, Summer"
29.37,74.97,Red,Pulses,"Rabi, Kharif"
28.65,63.42,Loamy,Wheat,Rabi
37.01,59.22,Sandy,Cotton,Kharif
24.87,66.48,Black,Barley,"Rabi, Kharif, Zaid, Summer"
29.68,61.79,Loamy,Wheat,Rabi
33.65,54.44,Loamy,Pulses,"Rabi, Kharif"
29.41,52.2,Clayey,Wheat,Rabi
33.14,53.67,Loamy,Wheat,Rabi
34.04,51.83,Loamy,Maize,"Kharif, Rabi, Summer"
25.15,53.19,Sandy,Pulses,"Rabi, Kharif"
25.95,54.58,Black,Cotton,Kharif
28.11,45.22,Red,Maize,"Kharif, Rabi, Summer"
24.23,60.39,Loamy,Barley,"Rabi, Kharif, Zaid, Summer"
35.44,59.69,Sandy,Pulses,"Rabi, Kharif"
29.74,50.15,Black,Cotton,Kharif
31.94,53.5,Black,Wheat,Rabi
32.9,54.1,Black,Wheat,Rabi
30.2,44.61,Clayey,Pulses,"Rabi, Kharif"
30.71,61.75,Loamy,Maize,"Kharif, Rabi, Summer"
29.26,46.67,Clayey,Cotton,Kharif
29.24,46.88,Black,Barley,"Rabi, Kharif, Zaid, Summer"
25.88,42.06,Black,Maize,"Kharif, Rabi, Summer"
35.76,52.2,Sandy,Maize,"Kharif, Rabi, Summer"
34.33,54.12,Sandy,Maize,"Kharif, Rabi, Summer"
31.27,50.14,Red,Barley,"Rabi, Kharif, Zaid, Summer"
33.36,49.37,Black,Cotton,Kharif
25.43,50.03,Loamy,Pulses,"Rabi, Kharif"
28.68,68.2,Sandy,Cotton,Kharif
37.75,58.35,Red,Wheat,Rabi
29.75,56.27,Loamy,Barley,"Rabi, Kharif, Zaid, Summer"
23.77,54.99,Clayey,Maize,"Kharif, Rabi, Summer"
34.64,54.07,Black,Maize,"Kharif, Rabi, Summer"
22.76,49.09,Black,Pulses,"Rabi, Kharif"
30.87,68.3,Loamy,Cotton,Kharif
27.9,57.2,Clayey,Pulses,"Rabi, Kharif"
25.3,58.41,Loamy,Maize,"Kharif, Rabi, Summer"
33.84,59.65,Clayey,Pulses,"Rabi, Kharif"
32.61,54.03,Loamy,Wheat,Rabi
22.73,57.96,Red,Barley,"Rabi, Kharif, Zaid, Summer"
29.59,61.69,Sandy,Pulses,"Rabi, Kharif"
35.43,75.29,Clayey,Barley,"Rabi, Kharif, Zaid, Summer"
28.02,58.94,Clayey,Pulses,"Rabi, Kharif"
31.97,74.57,Loamy,Wheat,Rabi
38.94,72.08,Black,Maize,"Kharif, Rabi, Summer"
27.52,45.64,Black,Wheat,Rabi
35.55,67.27,Sandy,Pulses,"Rabi, Kharif"
34.18,74.74,Red,Maize,"Kharif, Rabi, Summer"
30.91,69.94,Sandy,Maize,"Kharif, Rabi, Summer"
28.89,56.51,Clayey,Maize,"Kharif, Rabi, Summer"
27.53,56.83,Black,Pulses,"Rabi, Kharif"
38.55,59.74,Red,Barley,"Rabi, Kharif, Zaid, Summer"
33.73,65.97,Clayey,Pulses,"Rabi, Kharif"
29.44,60.05,Loamy,Pulses,"Rabi, Kharif"
29.9,50.37,Red,Maize,"Kharif, Rabi, Summer"
29.48,65.8,Loamy,Cotton,Kharif
40.0,69.31,Sandy,Wheat,Rabi
28.24,40.02,Red,Pulses,"Rabi, Kharif"
31.85,64.85,Loamy,Pulses,"Rabi, Kharif"
36.87,57.57,Clayey,Wheat,Rabi
34.86,62.76,Red,Wheat,Rabi
35.65,71.86,Loamy,Barley,"Rabi, Kharif, Zaid, Summer"
30.31,50.43,Clayey,Maize,"Kharif, Rabi, Summer"
25.23,48.47,Red,Wheat,Rabi
37.83,59.3,Loamy,Cotton,Kharif
32.93,59.84,Loamy,Pulses,"Rabi, Kharif"
26.86,48.06,Sandy,Maize,"Kharif, Rabi, Summer"
35.85,63.92,Loamy,Barley,"Rabi, Kharif, Zaid, Summer"
21.61,58.34,Clayey,Maize,"Kharif, Rabi, Summer"
29.99,54.05,Clayey,Pulses,"Rabi, Kharif"
28.84,56.24,Loamy,Maize,"Kharif, Rabi, Summer"
34.15,64.07,Clayey,Barley,"Rabi, Kharif, Zaid, Summer"
29.23,57.13,Red,Maize,"Kharif, Rabi, Summer"
29.11,56.7,Red,Pulses,"Rabi, Kharif"
30.83,43.14,Black,Wheat,Rabi
29.28,64.36,Black,Wheat,Rabi
29.51,61.2,Loamy,Wheat,Rabi
33.16,68.18,Loamy,Maize,"Kharif, Rabi, Summer"
34.75,70.91,Clayey,Maize,"Kharif, Rabi, Summer"
27.58,60.64,Loamy,Wheat,Rabi
28.06,60.94,Clayey,Cotton,Kharif
32.73,68.98,Clayey,Pulses,"Rabi, Kharif"
31.37,64.37,Clayey,Pulses,"Rabi, Kharif"
34.0,59.81,Sandy,Wheat,Rabi
31.81,58.06,Black,Wheat,Rabi
22.25,58.5,Sandy,Pulses,"Rabi, Kharif"
31.1,60.2,Clayey,Maize,"Kharif, Rabi, Summer"
35.42,57.14,Sandy,Pulses,"Rabi, Kharif"
26.7,56.64,Black,Barley,"Rabi, Kharif, Zaid, Summer"
32.35,63.16,Red,Barley,"Rabi, Kharif, Zaid, Summer"
24.07,56.17,Black,Pulses,"Rabi, Kharif"
36.03,64.38,Sandy,Barley,"Rabi, Kharif, Zaid, Summer"
30.57,51.83,Black,Pulses,"Rabi, Kharif"
28.11,55.71,Clayey,Maize,"Kharif, Rabi, Summer"
36.51,58.06,Loamy,Pulses,"Rabi, Kharif"
29.35,50.79,Loamy,Cotton,Kharif
30.75,58.05,Red,Cotton,Kharif
22.18,48.97,Clayey,Maize,"Kharif, Rabi, Summer"
21.2,48.29,Sandy,Barley,"Rabi, Kharif, Zaid, Summer"
22.68,56.76,Black,Cotton,Kharif
31.48,59.28,Black,Pulses,"Rabi, Kharif"
24.64,58.38,Loamy,Maize,"Kharif, Rabi, Summer"
22.31,49.61,Black,Wheat,Rabi
35.59,59.08,Black,Barley,"Rabi, Kharif, Zaid, Summer"
33.9,62.16,Sandy,Pulses,"Rabi, Kharif"
26.37,52.2,Loamy,Cotton,Kharif
23.6,55.67,Black,Pulses,"Rabi, Kharif"
30.68,54.7,Black,Maize,"Kharif, Rabi, Summer"
30.56,60.51,Red,Wheat,Rabi
25.84,60.68,Sandy,Cotton,Kharif
26.71,55.16,Red,Cotton,Kharif
29.22,49.26,Red,Wheat,Rabi
32.64,67.85,Loamy,Maize,"Kharif, Rabi, Summer"
29.75,58.55,Clayey,Barley,"Rabi, Kharif, Zaid, Summer"
31.03,54.07,Black,Cotton,Kharif
32.8,73.72,Clayey,Pulses,"Rabi, Kharif"
